1,90,-0.115
2,90,-0.115
3,92,0.0
4,92,0.0
5,90,-0.115
6,90,-0.115
7,81,-0.12
8,92,0.0
9,92,0.0
10,81,-0.12
11,90,-0.115
12,90,-0.115
13,92,0.0
14,92,0.0
15,90,-0.115
16,92,0.0
17,92,0.0
18,108,0.15
19,90,-0.115
20,90,-0.115
21,92,0.0
22,92,0.0
23,94,-0.005
24,82,-0.06
25,82,-0.06
26,94,-0.005
27,108,0.15
28,92,0.0
29,92,0.0
30,108,0.15
31,222,0.47
32,86,0.0
33,86,0.0
34,222,0.47
35,81,-0.12
36,620,0.035
37,463,-0.447
38,462,0.473
39,461,-0.678
40,631,0.588
41,463,-0.447
42,464,0.227
43,94,-0.005
44,81,-0.12
45,81,-0.12
46,456,0.055
47,94,-0.005
48,90,-0.115
49,632,-0.103
50,90,-0.115
51,90,-0.115
52,90,-0.115
53,90,-0.115
54,94,-0.005
55,80,-0.18
56,93,-0.065
57,93,-0.065
58,93,-0.065
59,93,-0.065
60,93,-0.065
61,109,-0.585
62,80,-0.18
63,80,-0.18
64,109,-0.585
65,109,-0.585
66,223,-0.47
67,223,-0.47
68,93,-0.065
69,93,-0.065
70,85,0.06
71,85,0.06
72,85,0.06
73,85,0.06
74,91,0.115
75,85,0.06
76,85,0.06
77,85,0.06
78,85,0.06
79,85,0.06
80,85,0.06
81,85,0.06
82,85,0.06
83,85,0.06
84,85,0.06
85,85,0.06
86,85,0.06
87,85,0.06
88,85,0.06
89,85,0.06
90,85,0.06
91,85,0.06
92,85,0.06
93,85,0.06
94,91,0.115
95,91,0.115
96,85,0.06
97,85,0.06
98,85,0.06
99,85,0.06
100,85,0.06
101,85,0.06
102,85,0.06
103,85,0.06
104,85,0.06
105,85,0.06
106,85,0.06
107,85,0.06
108,85,0.06
109,85,0.06
110,85,0.06
111,85,0.06
112,85,0.06
113,85,0.06
114,85,0.06
115,85,0.06
116,110,0.435
117,85,0.06
118,85,0.06
119,85,0.06
120,85,0.06
121,85,0.06
122,85,0.06
123,110,0.435
124,110,0.435
125,85,0.06
126,85,0.06
127,85,0.06
128,85,0.06
129,85,0.06
130,85,0.06
